frame_num,bbox,class,id
56,[325.00426768  62.57557961 361.55197545 145.38345307],person,8
56,[406.19947185  58.0232726  448.09657405 102.06839421],person,9
56,[245.82732359 156.97320438 329.49199795 241.458092  ],dining table,11
57,[237.26418533  58.65885399 269.38492181 141.02276109],person,1
57,[250.95569782 158.23550603 326.49252998 237.83073236],chair,2
57,[176.89874659 199.81380235 240.38123828 309.05753137],chair,3
57,[ 77.97640946 133.43717353 136.52716052 235.96421962],person,4
57,[294.18882034  68.26156043 328.66637353 147.66662183],person,6
57,[325.0144175   62.83046884 361.62101132 145.69042551],person,8
57,[406.71015506  59.34587889 447.49213073 102.01039021],person,9
57,[245.62386818 156.99573129 329.49816221 241.80492401],dining table,11
58,[237.47537045  58.84843297 269.4295203  141.02464548],person,1
58,[251.25073654 158.08019877 325.88691803 236.62776213],chair,2
58,[176.59343894 199.30359967 239.83474122 308.35186726],chair,3
58,[ 78.47688495 133.79141952 136.29185155 234.71189494],person,4
58,[292.56005811  66.89641942 327.45120338 147.29675606],person,6
58,[325.22760907  62.92897176 361.97546176 145.8169389 ],person,8
58,[406.46119976  59.84403155 447.02041692 101.99028723],person,9
58,[245.48119825 156.34282971 329.56584334 241.27464093],dining table,11
59,[237.68921523  59.58389996 269.30936697 141.02352713],person,1
59,[251.3399524  158.02119709 325.68166947 236.17018555],chair,2
59,[176.58120216 199.7718468  239.52857043 308.08829268],chair,3
59,[ 76.72327499 132.59742683 134.83041167 232.90948461],person,4
59,[291.64765733  67.04829769 326.78776653 147.81678664],person,6
59,[327.2048014   62.96749876 364.07667454 145.87329504],person,8
59,[406.01421431  59.35196533 447.1941373  101.9843115 ],person,9
59,[245.77573795 156.75696083 328.5816307  240.4138113 ],dining table,11
60,[237.6221803   61.18933155 268.74571591 141.02132287],person,1
60,[251.62060377 157.99981821 325.36043488 235.34015657],chair,2
60,[177.5817386  200.61074642 239.07606292 306.00179001],chair,3
60,[ 75.36103248 132.15329252 134.33740578 232.90169776],person,4
60,[291.0047294   65.77501748 327.01276882 148.66757834],person,6
60,[325.05088013  62.98291854 362.36091504 145.23927183],person,8
60,[404.48786297  59.16426097 446.62884112 102.64545754],person,9
60,[246.73910607 157.58139573 328.02196107 239.42524669],dining table,11
61,[238.24399714  61.79289945 269.21553512 140.35234946],person,1
61,[250.56629456 157.99267896 325.07190153 236.36615429],chair,2
61,[176.81856813 200.25361052 238.71191458 306.56063454],chair,3
61,[ 75.4021829  131.33151438 134.28048527 230.92341233],person,4
61,[292.05694062  68.56289018 326.58389383 147.67171393],person,6
61,[327.73427352  62.98945883 364.08485016 142.3500914 ],person,8
61,[404.89821434  59.08944576 446.74667381 102.23661374],person,9
61,[245.59961923 157.22144483 327.97836686 240.39875146],dining table,11
62,[238.84415043  61.34235015 270.35536411 140.10241901],person,1
62,[250.50192766 157.99069172 324.64082543 236.0937851 ],chair,2
62,[176.92709618 200.11857743 238.85524975 306.11175367],chair,3
62,[ 74.77851025 131.02797977 134.92538162 232.1752722 ],person,4
62,[291.66746601  67.63280649 326.78082759 147.93750021],person,6
62,[327.67047647  63.6651931  365.03485048 143.28954137],person,8
62,[404.86909876  59.05644234 447.64764508 102.74111026],person,9
62,[245.52098898 157.08725473 327.62395087 240.10172681],dining table,11
63,[239.22231029  61.16813391 271.27906942 140.01155538],person,1
63,[250.79291102 157.9907756  324.83325658 235.99420012],chair,2
63,[176.72108538 200.06375636 238.49936709 305.95198041],chair,3
63,[ 74.62602272 130.92262794 135.10232415 231.99270861],person,4
63,[292.56086808  66.62844839 327.87104645 148.03063604],person,6
63,[324.38398432  63.24558468 363.91997074 146.9717402 ],person,8
63,[404.46588252  59.04168905 447.7198902  102.92936372],person,9
63,[245.71008193 157.03486705 327.93930637 239.99319268],dining table,11
64,[239.38998019  60.43394083 272.25037052 139.98006439],person,1
64,[250.38132969 157.9914827  326.09779677 237.94731041],chair,2
64,[176.16773678 199.37719758 238.84714096 307.22848117],chair,3
64,[ 74.31199065 130.89300599 135.44619452 232.5919241 ],person,4
64,[292.81628618  64.92635262 329.12704393 149.37605727],person,6
64,[322.3924528   62.43861337 362.9459103  148.3349614 ],person,8
64,[405.27513673  59.03359076 448.76120052 102.99875074],person,9
64,[244.98202113 157.01458718 328.20149172 241.2815535 ],dining table,11
65,[239.02220436  60.15483767 272.3693374  139.97073256],person,1
65,[251.16885963 157.99219271 325.63295818 236.71324722],chair,2
65,[176.6368465  199.7773981  238.96462778 307.05388562],chair,3
65,[ 74.12700099 131.54927539 135.65793932 233.48325158],person,4
65,[291.34082772  66.23390389 327.33630384 149.87909764],person,6
65,[322.45978837  62.12534599 362.32565296 146.90308892],person,8
65,[404.97618311  59.02838218 448.44150564 103.02246658],person,9
65,[245.62994491 157.00674411 328.04047405 240.45152304],dining table,11
66,[238.4675785   60.04853029 272.1497276  140.63028699],person,1
66,[251.4026375  157.99315503 325.52625756 236.23140394],chair,2
66,[176.9884251  199.93139106 238.84482946 306.32843312],chair,3
66,[ 73.6208325  131.80576065 135.52953076 233.82462251],person,4
66,[290.94755193  66.09090912 327.21291755 150.72073993],person,6
66,[323.24853363  62.6677706  361.93775081 145.67405822],person,8
66,[404.11811022  59.02455779 447.73927725 103.02890944],person,9
66,[245.88062181 157.00352014 327.98230423 240.13281463],dining table,11
67,[237.30682268  60.0089391  271.02877114 140.88056741],person,1
67,[250.89188291 157.99397079 324.75947857 236.05229448],chair,2
67,[176.61486044 199.32505849 239.30931129 307.38579671],chair,3
67,[ 73.89962673 131.90716222 135.68363547 233.29378107],person,4
67,[290.0610539   65.38070516 326.00530211 149.71646582],person,6
67,[323.23958888  62.87688639 361.40117152 145.20669192],person,8
67,[405.54918034  58.36145896 449.67604297 103.02901392],person,9
67,[245.90131567 157.00644803 327.91456481 240.04621518],dining table,11
68,[236.31908999  59.99478336 269.82216612 140.9746854 ],person,1
68,[250.73719536 157.99467897 325.09796346 236.65017762],chair,2
68,[176.62842321 199.09862413 239.98911519 308.44126398],chair,3
68,[ 74.21401718 132.61033321 135.54785781 233.09152431],person,4
68,[289.69541047  65.10881189 325.65077386 149.97678381],person,6
68,[323.27933959  62.95578659 361.13341425 145.03510377],person,8
68,[405.84826886  58.11130792 449.98746903 103.02726772],person,9
68,[245.31802257 157.00205413 327.85041785 240.77206712],dining table,11
69,[235.80344033  59.33083263 269.50757657 141.00857464],person,1
69,[250.79469954 157.99527422 325.11400468 236.87701086],chair,2
69,[175.79017586 198.35713256 240.43495806 310.15617621],chair,3
69,[ 74.87969739 132.87707701 136.28707511 233.01637864],person,4
69,[288.5197765   65.00841097 324.65132564 150.06760461],person,6
69,[322.85899998  62.98555985 360.78458681 144.97472221],person,8
69,[404.98615491  58.01742092 449.0989355  103.02466999],person,9
69,[245.54294351 157.00136994 328.1500951  240.92561216],dining table,11
70,[236.26565702  61.05445421 269.39809198 141.01960738],person,1
70,[250.8069943  157.99582506 325.79333268 237.62310659],chair,2
70,[176.713674   198.73154451 240.66823534 308.8423879 ],chair,3
70,[ 74.94750014 132.97592468 136.09065526 232.32723352],person,4
70,[288.36611345  64.97344121 324.70591868 150.09383563],person,6
70,[322.75662011  62.99666916 360.58020427 144.95617782],person,8
70,[403.36884025  57.98406507 447.40653577 103.02199461],person,9
70,[245.46448333 157.00108798 327.75563206 240.98029779],dining table,11
71,[236.03618385  61.71761119 269.11133275 141.0215323 ],person,1
71,[251.46453471 157.99629395 326.05716219 237.2456789 ],chair,2
71,[177.63616063 200.20512515 239.53205758 306.33757681],chair,3
71,[ 74.5359135  133.01101426 135.79210193 232.07020336],person,4
71,[288.99201869  66.93852642 324.11284941 148.7793052 ],person,6
71,[321.84606356  63.00066877 360.03830853 145.61513919],person,8
71,[402.78417591  57.97382524 446.73427753 103.01950312],person,9
71,[246.09250183 157.00091792 328.27273048 241.00021549],dining table,11
72,[234.80534934  63.28841133 267.50232684 141.02065382],person,1
72,[251.09875652 157.99674672 326.77335079 238.41985302],chair,2
72,[177.44562862 200.09669118 240.30578954 307.39362417],chair,3
72,[ 74.12848443 133.02202766 135.93648437 232.64178656],person,4
72,[289.11165442  67.69485978 324.09407682 148.93582864],person,6
72,[320.59650794  63.00198494 359.41447069 146.52506677],person,8
72,[402.86979051  57.97221105 446.18305887 102.35812119],person,9
72,[246.08399509 157.00079397 328.05553111 241.00696433],dining table,11
73,[232.70115533  62.5351771  265.88152864 141.01861618],person,1
73,[251.4947522  157.99709756 326.50541522 237.54515805],chair,2
73,[177.88607423 200.71561689 240.07569503 306.46120682],chair,3
73,[ 74.99943689 133.02425486 135.6327835  230.21653628],person,4
73,[288.77872687  66.63677153 324.51110125 149.65757514],person,6
73,[321.45932997  63.66013777 359.81524457 146.21094547],person,8
73,[402.67950856  57.92264623 445.99892988 102.31468761],person,9
73,[246.38817631 157.66117741 327.66459679 240.34826732],dining table,11
74,[230.84791033  62.24850955 264.39566112 141.01682444],person,1
74,[251.4500901  157.33569661 327.2551437  237.86472605],chair,2
74,[177.31679626 199.61658666 240.71868383 307.43990706],chair,3
74,[ 74.71308016 133.02271493 136.1419083  231.30214961],person,4
74,[289.56009904  68.2120513  324.45459376 148.60852806],person,6
74,[320.92576817  62.58537389 360.17387838 146.74987329],person,8
74,[403.45498702  57.97217454 446.1731903  102.05946936],person,9
74,[246.45651336 157.24625074 328.2275518  240.09814843],dining table,11
75,[227.45764181  64.11685875 260.6100616  140.35362099],person,1
75,[251.33932297 157.74622026 326.31071385 237.32510733],chair,2
75,[177.43574608 199.86484853 240.62301977 307.14739854],chair,3
75,[ 74.57377957 133.02091061 136.36490075 231.70950565],person,4
75,[290.2432551   68.14692644 325.45336845 148.86662392],person,6
75,[320.81858424  62.18393901 360.21548771 146.29275868],person,8
75,[402.93015208  57.97844651 445.51831608 101.99798396],person,9
75,[246.11353367 157.08973341 328.80481067 240.66884128],dining table,11
76,[224.39702804  64.82033498 257.64782733 140.09990289],person,1
76,[250.98075857 157.90636284 324.9332366  236.45301978],chair,2
76,[176.5061978  199.96014368 239.56990922 307.03611365],chair,3
76,[ 75.39982557 133.01874057 136.2327579  229.88638931],person,4
76,[289.91897147  68.77932018 325.09576194 148.96152231],person,6
76,[321.99744836  63.35085798 360.9890781  146.77289401],person,8
76,[402.7762454   57.94425299 445.33448805 101.93271356],person,9
76,[246.47963819 157.68969878 327.86468828 239.56689998],dining table,11
77,[222.17808392  65.73493264 255.04992353 139.34007172],person,1
77,[251.20506299 157.96741339 323.39069407 234.79642347],chair,2
77,[176.7709662  200.65709587 239.21760676 306.33402791],chair,3
77,[ 74.72435847 133.0163438  135.83925478 229.86594075],person,4
77,[289.88048103  69.00907128 324.90440074 148.33177811],person,6
77,[322.08838913  63.79631162 360.97603195 146.95305287],person,8
77,[402.38935326  57.98035289 444.7795049  101.97104354],person,9
77,[246.05057868 157.25220471 327.40443416 239.1471593 ],dining table,11
78,[220.99627064  66.17748185 253.60180095 139.18586144],person,1
78,[251.34602427 157.99042753 323.42991664 234.84736568],chair,2
78,[176.59896885 200.25383931 240.02609941 307.40118389],chair,3
78,[ 75.12857243 133.677917   135.70101698 229.20456671],person,4
78,[290.23350267  68.41887445 325.8242443  148.76109208],person,6
78,[216.9766994   46.00852295 250.95793662 138.99172908],person,7
78,[322.49221789  63.30019459 361.25543799 146.35593001],person,8
78,[403.57944997  57.98500736 445.37539234 101.29637054],person,9
78,[245.99885395 157.08813142 327.78929394 239.65884059],dining table,11
79,[251.21739363 157.99878423 325.62554709 237.53024297],chair,2
79,[175.34454179 198.78371005 240.20163527 308.45893205],chair,3
79,[ 74.02115271 133.25894326 136.91139612 232.29963132],person,4
79,[289.67929175  68.19296838 325.54713662 148.92141279],person,6
79,[219.00337497  54.60025478 250.60367238 139.07406046],person,7
79,[323.30357819  63.77170701 361.35495451 145.46675925],person,8
79,[404.3764183   57.98725675 445.888756   101.0580798 ],person,9
79,[246.22701495 157.6865688  328.34872565 240.51580956],dining table,11
80,[251.46523221 158.00173452 325.49534855 237.22216453],chair,2
80,[175.42992774 198.88238359 240.36462031 308.85746574],chair,3
80,[ 74.41186977 133.10311987 137.21337849 232.13325121],person,4
80,[289.19523909  68.762388   325.07142059 148.98173312],person,6
80,[214.51575656  47.20817191 249.2794809  139.71342359],person,7
80,[323.49162377  63.94875562 361.50051972 145.79525538],person,8
80,[404.43220838  57.96680785 445.83442623 100.92324079],person,9
80,[246.01045112 157.25272448 328.20392153 240.1824564 ],dining table,11
81,[251.83023227 158.00258309 324.51354005 235.77727364],chair,2
81,[175.82687945 199.58318181 240.06893512 308.3474333 ],chair,3
81,[ 72.53955748 132.38171809 136.71598956 233.38404705],person,4
81,[288.45373772  67.64732845 324.80505948 148.34051168],person,6
81,[211.03758374  44.42300987 246.97641319 141.17803693],person,7
81,[323.71697849  64.01193614 361.38837736 145.25750291],person,8
81,[403.65510578  57.98837905 447.18633223 103.30423026],person,9
81,[245.93436032 157.08687147 328.1415815  240.05588298],dining table,11
82,[207.65776303  67.07449587 240.68474361 141.73029485],person,1
82,[251.98620055 157.33746577 324.7868245  235.22700357],chair,2
82,[176.3560515  199.85406077 240.24420187 308.14671445],chair,3
82,[ 71.78155447 132.11013546 135.92696276 232.54257124],person,4
82,[287.8311617   66.56507264 324.40770372 147.43966032],person,6
82,[213.31194613  43.79714731 249.56396893 141.39538949],person,7
82,[323.5451998   64.03221541 361.58982133 146.38438719],person,8
82,[402.61772918  57.32730336 447.68689007 104.47573019],person,9
82,[246.19152044 157.0242523  327.83190515 239.34819465],dining table,11
83,[205.63696407  67.43354352 238.57080663 141.87839393],person,1
83,[252.28602418 157.75251782 323.98504008 234.36443441],chair,2
83,[176.36521077 199.9561045  239.84040614 307.40692921],chair,3
83,[ 72.70691966 132.66820986 135.73570467 230.89208132],person,4
83,[288.27061961  68.13740765 323.60437754 146.44104247],person,6
83,[325.22892436  63.37817152 363.86187114 147.46534193],person,8
83,[403.94993204  57.73406774 448.10260214 104.25397418],person,9
83,[246.26715127 157.66407295 327.07388762 239.08222604],dining table,11
84,[252.08777973 157.9122805  323.32640698 234.04523251],chair,2
84,[176.34707744 199.99385479 239.7098177  307.12650071],chair,3
84,[ 72.99280243 133.54880016 135.74344596 230.92823237],person,4
84,[288.50623212  69.41079331 323.26073806 146.06797328],person,6
84,[324.71412708  63.78406505 362.58469711 146.56124669],person,8
84,[405.32800927  57.23945779 449.3815864  104.15516682],person,9
84,[246.27728882 157.24039432 326.8081915  238.32202267],dining table,11
85,[191.51763097  78.23581303 222.34450728 148.83481922],person,1
85,[252.35480991 157.97215655 325.40209847 235.92985282],chair,2
85,[176.31092328 199.34474134 241.01625685 309.0095958 ],chair,3
85,[ 71.60878237 132.547837   134.58794349 229.61709689],person,4
85,[289.06292133  69.20655174 324.0265864  146.60967129],person,6
85,[324.16288287  63.94065118 361.75003814 146.20511132],person,8
85,[407.69572211  57.70938139 450.62630259 103.45713188],person,9
85,[246.45546398 157.74421948 327.86522125 239.37043657],dining table,11
85,[214.27915804  43.75608811 238.83908417  87.77297432],person,18
